"deslearn","expertise","gamepart"
"110",-1.24225957602865,-1.30894417266185,-1.93750688027724
"111",-1.15238895587851,-1.22181584069972,-1.03506204039127
"112",-1.24028010511913,-1.26244335330183,-2.13778286286207
"113",-1.45175976107951,-1.24893137395743,-2.4229695042567
"114",-0.132886493803236,9.02426108971202,-2.27817289018097
"115",-0.805138012252879,-1.12936022929154,0.573905275173025
"116",1.86519511434117,0.650111882285527,3.06328535886414
"117",-1.25691439388456,-1.170641378087,-2.55113457527638
"118",2.23957407481309,-0.778619367974083,2.67794183167336
"119",-1.20446694768994,-1.27900072402433,-0.853063273697119
"120",-1.29555513028915,-1.22335233030051,-1.70352878849967
"121",0.726378619939878,-1.02271425617198,3.76318269847879
"122",-1.20934943685784,-0.409729400811012,-2.9844726967989
"123",-1.12360328432314,-1.25189187209499,-0.336983057013276
"124",-0.651960771865661,1.00513366479284,0.13368012515839
"125",-0.73332845110647,-1.19439852145711,-2.52390064403325
"126",-0.97923666805233,-1.31432915172833,-1.13132357176595
"127",-1.14579235869445,-1.20098918995832,0.266984688799856
"128",-1.33984386084995,-1.19791809100391,-2.30351986762444
"129",1.70138054834351,1.4812857239705,3.50216987651402
"130",-1.28428901040278,-1.33368781157057,-3.38884992661741
"131",-1.33974909751622,-1.22925109982733,-2.23005874844693
"132",-1.32788270883839,-1.26315019703735,-2.71346176711101
"133",1.78339017495575,3.05475713579925,2.92500080358719
"134",-1.00670584977421,-1.12130252906207,-0.646713037484404
"135",-0.94286973486238,-1.05908353630588,1.19419318698002
"136",13.6058050114845,8.17666887829732,7.7933787826889
"137",-0.826541901303631,-1.01922498933284,1.09966161170174
"138",-1.43611950289906,-1.12746743154599,-2.44821620748247
"139",-1.25506623568002,-1.25557222655961,-2.45499102986104
"140",-1.17332070765289,-1.24829400401497,-1.61847782112026
"141",-1.08777665602352,1.44254996039572,-2.28273911936936
"142",-1.2975406639177,-1.24423170442845,-2.57266418635139
"143",-1.39508588849204,-1.27921762072773,-2.95436641573534
"144",-0.39004529628911,5.49196808922313,-2.16776949747378
"145",-1.23744111531516,-1.25446400181803,-2.117294505557
"146",-0.424708077317012,3.23870364075663,1.65641178170112
"147",-1.34919848682596,-1.23434894579127,-1.97419643979925
"148",-1.16737761708398,-1.15871203932553,-0.514148539125988
"149",-1.4038909821956,-1.22209301056052,-2.36003578213559
"150",-1.29219686492285,-1.23825477874868,-1.8756805478636
"151",-1.28380382692588,-1.31025855344443,-3.18896673815384
"152",-1.379605051531,-1.24830501671488,-2.58628945706686
"153",-1.07557321363246,0.654559194732588,-1.37157129945495
"154",-1.2748987218102,-1.30268358825155,-3.15504193223452
"155",3.45729150369115,3.92325844700763,4.17198417427248
